ProductName,Stars,Ratings,Reviews,CurrentPrice,MRP,Processor,Ram,Storage
Lenovo Core i3 11th Gen,3.8,10,0,37900,61390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i5 11th Gen,0,0,0,57490,80290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS ROG Zephyrus M16 Core i7 11th Gen,4.3,8,0,139990,194990,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD
DELL G15 Ryzen 5 Hexa Core AMD R5,4.6,213,36,71890,101185,NVIDIA GEFORCE RTX 3050,15.6 inches Full HD, 2-sided narrow bezel, 120Hz, 250 Nits,Game shift key for Turbo boost of power
DELL Core i3 11th Gen,0,0,0,45990,58200,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H,0,0,0,88990,101990,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 5 Core i5 12th Gen,0,0,0,65300,97890,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U,0,0,0,62390,95090,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,512 GB SSD
DELL Ryzen 3 Dual Core 3250U,4.1,28,2,40690,53774,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,512 GB SSD
APPLE 2021 Macbook Pro M1 Pro,4.8,113,14,224990,239900,Apple M1 Pro Processor,16 GB Unified Memory RAM,1 TB SSD
Lenovo IdeaPad Gaming 3 Core i5 12th Gen,0,0,0,78990,111190,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS VivoBook Ultra 17 Ryzen 5 Hexa Core AMD R5,4.2,198,37,54990,78990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD
HP Athlon Dual Core 3050U,4,766,82,28990,39288,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,512 GB SSD
ASUS VivoBook 15 Core i3 7th Gen,3.9,8411,1077,24990,38990,Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,1 TB HDD
ASUS Zenbook 14 OLED (2022) Intel EVO Core i7 12th Gen,4.6,40,8,104990,128990,Intel Core i7 Processor (12th Gen),16 GB LPDDR5 RAM,512 GB SSD
ASUS TUF Gaming F17 (2022) Core i7 12th Gen,4.2,11,0,114990,147990,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen,0,0,0,74990,122990,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD
GIGABYTE G5 GD Core i5 11th Gen,0,0,0,73990,127875,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
Mi Notebook Horizon Edition 14 Core i7 10th Gen,4.2,561,58,59990,65999,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
acer Predator Helios 300 Core i7 12th Gen,4.8,6,0,174990,194999,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
DELL Inspiron Core i3 11th Gen,4.3,371,34,54850,68658,Processor: Intel i3-1125G4 (2.00 GHz up to 3.70 GHz),RAM & Storage: 8GB DDR4 (2 DIMM Slots) & 256GB SSD,Display: 14.0" FHD WVA Truelife Touch Narrow Border 60Hz
DELL Vostro Core i3 10th Gen,4,201,30,41890,55444,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7,0,0,0,181106,230990,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
DELL Core i5 12th Gen,0,0,0,67990,95332,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo Ideapad Slim 5i Core i5 11th Gen,4.2,113,7,66990,104890,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i7 11th Gen,0,0,0,104990,134990,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD
acer Nitro 5 Core i5 11th Gen,4.6,11,1,61999,99990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Vostro Core i3 11th Gen,0,0,0,43990,59782,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS,0,0,0,211990,254990,AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
ASUS Core i3 11th Gen,0,0,0,42550,58990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
DELL Vostro Core i5 11th Gen,3.8,88,9,63090,68928,Processor: 11th Generation Intel Core i5-1135G7 Processor (8MB Cache, up to 4.2 GHz),,Memory & Storage:8GB DDR4, 2666MHz | 512GB M.2 PCIe NVMe Solid State Drive,Graphics: Dedicated NVIDIA MX330 2GB GDDR5
DELL Core i9 12th Gen,0,0,0,151990,197449,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS Zenbook 14X (2022) Space Edition Core i9 12th Gen,4.3,3,2,159990,206990,Intel Core i9 Processor (12th Gen),32 GB LPDDR5 RAM,1 TB SSD
HP Pavilion Intel Core i5 12th Gen,4.1,45,3,75700,83710,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Athlon Dual Core,0,0,0,35290,47849,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,256 GB SSD
DELL Core i5 12th Gen,0,0,0,60190,75649,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS VivoBook Ultra 14 (2022) Core i3 11th Gen,4.4,2822,401,41990,57990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS (2022) Celeron Dual Core,4.1,187,18,23034,30990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,128 GB SSD
acer Predator Helios 300 Core i7 12th Gen,0,0,0,190990,199999,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
DELL Core i5 12th Gen,0,0,0,59690,80473,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,4.5,1465,149,77950,93565,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB HDD|256 GB SSD
HP 15 Core i3 6th Gen,4.2,8642,1449,33996,0,Intel Core i3 Processor (6th Gen),8 GB DDR4 RAM,1 TB HDD
ASUS Core i5 10th Gen,4.7,43,1,42990,59990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD
DELL Ryzen 3 Quad Core 5425U,4.4,68,13,35990,50837,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 256GB SSD,Software: Win 11 + Office H&S 2021
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 7 Octa Core 6800H,0,0,0,240900,299990,AMD Ryzen 7 Octa Core Processor,32 GB DDR5 RAM,2 TB SSD
MSI GP65 Leopard Core i7 10th Gen,4.4,316,53,156090,173990,Intel Core i7 Processor (10th Gen),32 GB DDR4 RAM,1 TB HDD|512 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,159,15,34490,48490,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,4231,409,38700,59390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
HP Ryzen 7 Octa Core 5700U,4.2,115,13,59890,72148,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD
DELL Core i3 12th Gen,0,0,0,56749,73735,Processor: Intel i3-1215U (0.9 GHz up to 4.40 GHz), 6 Cores & 10 MB CPU Cache,RAM & Storage: 8GB, 1x8GB, DDR4, 3200MHz & 256GB SSD,Graphics: Integrated, Keyboard: Backlit Keyboard + Fingerprint Reader
Lenovo Core i3 11th Gen,3.8,10,0,37900,61390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i5 11th Gen,0,0,0,57490,80290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
acer Extensa Pentium Quad Core,4.6,5,1,23000,34990,Intel Pentium Quad Core Processor,4 GB DDR4 RAM,256 GB SSD
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS,0,0,0,157990,189990,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
DELL Inspiron Ryzen 5 Hexa Core R5,4.7,21,1,72932,93461,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
acer Predator Helios 300 Core i5 7th Gen,4.5,3221,692,129999,0,Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features),Dual Fan Cooling with Metal AeroBlade 3D,Upgradable SSD Upto 512 GB and RAM Upto 32 GB
Lenovo IdeaPad 5 Core i5 12th Gen,0,0,0,65300,97890,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U,0,0,0,62390,95090,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,512 GB SSD
DELL Inspiron Core i5 11th Gen,4.8,5,0,78990,88600,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Inspiron Ryzen 7 Octa Core 5825U,0,0,0,91631,116363,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Gaming 3 Core i5 12th Gen,0,0,0,78990,111190,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
acer Nitro 5 Ryzen 5 Hexa Core AMD R5,4.3,196,21,67990,92999,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
DELL G15 Ryzen 5 Hexa Core 5600H,4.5,52,9,79490,108000,NVIDIA GEFORCE RTX 3050,15.6 inches Full HD, 2-sided narrow bezel, 120Hz, 250 Nits,Game shift key for Turbo boost of power
DELL Inspiron Core i5 11th Gen,0,0,0,77990,101639,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo Ryzen 3 Dual Core 3250U,3.5,78,16,31490,36923,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,1 TB HDD
HP Intel Core i3 11th Gen,4.4,5459,576,41150,45892,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
HP Pavilion Intel Core i5 11th Gen,4.2,22,2,84490,85359,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
MSI Vector GP66 Core i7 12th Gen,0,0,0,200000,221990,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4.1,44,10,66990,93690,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS TUF Gaming F15 Core i5 10th Gen,3.9,18,1,62990,74990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Vostro Core i3 11th Gen,0,0,0,43990,59782,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Core i5 12th Gen,0,0,0,67990,95332,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Inspiron Core i5 11th Gen,0,0,0,73490,287304,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Inspiron Ryzen 3 Dual Core 3250U,4.1,459,42,38990,49613,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,1 TB HDD
Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 4700U,4.4,689,81,60490,60990,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD
Infinix X1 Slim Series Core i3 10th Gen,4.2,4082,541,30990,49999,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,256 GB SSD
DELL Core i5 12th Gen,0,0,0,60190,75649,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,59690,80473,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
HP intel Celeron Dual Core,0,0,0,26490,31531,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 Inch) Touchscreen Display
Infinix INBook X1 Core i3 10th Gen,4.3,5764,1005,30990,49999,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,256 GB SSD
DELL Core i9 12th Gen,0,0,0,151990,197449,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS VivoBook 14 (2021) Celeron Dual Core,4.1,618,71,23990,33990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,256 GB SSD
ASUS Vivobook Gaming Core i7 10th Gen,4.3,76,7,65990,88990,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
GIGABYTE G5 ME,0,0,0,85801,0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Dual Core 3020e,4.1,113,15,27990,38390,AMD Dual Core Processor,4 GB DDR4 RAM,256 GB SSD
ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i9 12th Gen,0,0,0,259990,306990,Intel Core i9 Processor (12th Gen),32 GB DDR5 RAM,1 TB SSD
DELL Ryzen 3 Quad Core 5425U,4.4,68,13,35990,50837,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 256GB SSD,Software: Win 11 + Office H&S 2021
DELL Ryzen 3 Quad Core 5425U,4.2,33,1,41490,56834,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 512GB SSD,Software: Win 11 + Office H&S 2021
DELL Ryzen 5 Hexa Core 5600H,0,0,0,70990,101681,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
ASUS Vivobook Flip 14 (2022) Touch Panel Core i5 12th Gen,4.2,9,1,74990,92990,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
RedmiBook Pro Core i5 11th Gen,4.1,3416,410,44999,59999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,75225,98252,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
acer Nitro 5 Ryzen 7 Octa Core AMD R7,4.4,492,68,115990,119990,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB HDD|256 GB SSD
ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i7 12th Gen,0,0,0,239990,278990,Intel Core i7 Processor (12th Gen),32 GB DDR5 RAM,1 TB SSD
Lenovo IdeaPad 3 Celeron Dual Core 4th Gen,4,917,91,25860,40490,Intel Celeron Dual Core Processor (4th Gen),4 GB DDR4 RAM,256 GB SSD
ASUS VivoBook Ultra Ryzen 7 Octa Core AMD R7,4.3,74,7,57990,84990,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD
DELL Vostro Core i3 11th Gen,0,0,0,43990,59782,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Core i5 12th Gen,0,0,0,67990,95332,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Infinix X1 Slim Series Core i5 10th Gen,4.2,332,58,37990,64999,Intel Core i5 Processor (10th Gen),16 GB LPDDR4X RAM,512 GB SSD
ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core AMD R5,4.4,593,77,52990,78990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Core i5 12th Gen,0,0,0,60190,75649,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,59690,80473,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
MSI Core i7 12th Gen,0,0,0,179990,227990,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS ExpertBook P2 Core i5 10th Gen,4.3,4,0,83990,0,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD
Lenovo Legion 5 Ryzen 7 Octa Core 5800H,0,0,0,109990,181890,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
acer ConceptD 5 Core i5 8th Gen,0,0,0,100500,119999,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS VivoBook 14 (2021) Celeron Dual Core,4.1,618,71,23990,33990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,256 GB SSD
DELL Ryzen 3 Quad Core 5425U,4.4,68,13,35990,50837,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 256GB SSD,Software: Win 11 + Office H&S 2021
DELL Core i9 12th Gen,0,0,0,151990,197449,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
Lenovo IdeaPad Core i5 11th Gen,4.3,36,3,59990,97890,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Ryzen 3 Quad Core 5425U,4.2,33,1,41490,56834,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 512GB SSD,Software: Win 11 + Office H&S 2021
RedmiBook Pro Core i5 11th Gen,4.1,3416,410,44999,59999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ALIENWARE Core i7 10th Gen,4.1,13,4,214790,237937,NVIDIA GeForce RTX 2060,15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits,Tobii-eye tracking to track head pose, presence, fine gaze and eye position
ASUS Vivobook 15 Ryzen 3 Dual Core Ryzen 3,3.8,41,4,36990,51990,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,512 GB SSD
Infinix X1 Slim Series Core i5 10th Gen,4.2,332,58,37990,64999,Intel Core i5 Processor (10th Gen),16 GB LPDDR4X RAM,512 GB SSD
MSI Pulse GL66 Core i7 11th Gen,4.4,136,23,144100,179990,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD
DELL Core i5 12th Gen,0,0,0,67990,95332,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Vostro Core i3 11th Gen,0,0,0,43990,59782,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
GIGABYTE AERO 5 XE4 Core i7 12th Gen,0,0,0,193990,203624,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD
DELL Inspiron Core i3 10th Gen,4.4,682,66,39890,44634,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD
DELL Core i9 12th Gen,0,0,0,151990,197449,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
DELL Core i5 12th Gen,0,0,0,60190,75649,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
acer Predator Helios 300 Core i5 8th Gen,4.6,13096,1771,74590,99999,NVIDIA Geforce GTX 1050 Ti for Desktop Level Performance,Optimized Dolby Audio Premium Sound Enhancement,Dual Fan Cooling with Metal AeroBlade for Interuption Free Gaming
ASUS Ryzen 3 Dual Core,0,0,0,34490,49500,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD
acer Predator Helios 300 Core i7 11th Gen,4.5,464,70,97500,149999,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB HDD|512 GB SSD
ASUS Core i7 12th Gen,0,0,0,85541,124990,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,59690,80473,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Ryzen 3 Quad Core 5425U,4.4,68,13,35990,50837,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 256GB SSD,Software: Win 11 + Office H&S 2021
MSI Creator Z16 Core i9 11th Gen,4.7,3,0,210990,257990,Intel Core i9 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD
Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H,4.5,190,20,60490,83890,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
ASUS VivoBook 14 (2021) Celeron Dual Core,4.1,618,71,23990,33990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,256 GB SSD
DELL Ryzen 3 Quad Core 5425U,4.2,33,1,41490,56834,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 512GB SSD,Software: Win 11 + Office H&S 2021
DELL Inspiron Core i5 11th Gen,4.2,17,3,49890,90783,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Inspiron Core i5 11th Gen,4.5,21,3,78190,89887,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,1 TB SSD
MSI Creator M16 Core i7 12th Gen,0,0,0,100990,128990,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS Ryzen 7 Quad Core 10th Gen,0,0,0,160990,201990,AMD Ryzen 7 Quad Core Processor (10th Gen),16 GB DDR4 RAM,1 TB HDD|1 TB SSD
RedmiBook Pro Core i5 11th Gen,4.1,3416,410,44999,59999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,75225,98252,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
acer Predator Helios 300 Core i9 11th Gen,4.4,51,6,124990,161999,Intel Core i9 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD
APPLE 2021 Macbook Pro M1 Pro,4.8,113,14,224990,239900,Apple M1 Pro Processor,16 GB Unified Memory RAM,512 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,159,15,34490,48490,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,4231,409,38700,59390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX,0,0,0,199990,239990,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD
DELL Ryzen 5 Hexa Core,0,0,0,67490,84879,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD
ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen,0,0,0,74990,122990,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD
ALIENWARE Core i9 10th Gen,4.6,10,3,345390,377798,NVIDIA GeForce RTX 2080 with Max-Q,15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits,Tobii-eye tracking to track head pose, presence, fine gaze and eye position
Lenovo Core i3 11th Gen,3.8,10,0,37900,61390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i5 11th Gen,0,0,0,57490,80290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS ROG Zephyrus G14 Ryzen 7 Octa Core Ryzen 7,0,0,0,76990,116990,AMD Ryzen 7 Octa Core Processor (4th Gen),8 GB DDR4 RAM,1 TB SSD
DELL Core i5 12th Gen,0,0,0,86990,106800,Intel Core i5 Processor (12th Gen),8 GB DDR5 RAM,512 GB SSD
Lenovo IdeaPad 5 Core i5 12th Gen,0,0,0,65300,97890,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U,0,0,0,62390,95090,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,512 GB SSD
MSI Crosshair 15 Core i7 12th Gen,4.6,14,1,106990,134990,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,60190,75649,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
Avita PURA APU Dual Core A6 9220e,3.7,1845,266,23990,33490,AMD APU Dual Core A6 Processor,8 GB DDR4 RAM,256 GB SSD
HP Pavilion Gaming Ryzen 5 Quad Core 3550H,4.4,2208,248,59990,0,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Gaming 3 Core i5 12th Gen,0,0,0,78990,111190,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 7 Octa Core 6800H,0,0,0,249990,298990,AMD Ryzen 7 Octa Core Processor,32 GB DDR5 RAM,2 TB SSD
ALIENWARE Core i7 10th Gen,4.9,12,0,199990,223322,NVIDIA GeForce GTX 1660 Ti,15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits,Tobii-eye tracking to track head pose, presence, fine gaze and eye position
Lenovo Ideapad 3 Athlon Dual Core 3050U,3.8,1700,246,29990,35590,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,1 TB HDD
ASUS ROG Zephyrus G15 Ryzen 9 Octa Core AMD R9,0,0,0,201990,244990,AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
DELL Ryzen 5 Hexa Core AMD R5,0,0,0,81490,104974,AMD Ryzen 5 Hexa Core Processor,8 GB DDR5 RAM,512 GB SSD
Lenovo Yoga Slim 7 Core i7 10th Gen,4.5,10,3,95490,132890,Intel Core i7 Processor (10th Gen),8 GB LPDDR4X RAM,512 GB SSD
DELL Inspiron Core i5 11th Gen,4.4,45,5,74990,82300,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Infinix INBook X2 Plus Core i5 11th Gen,0,0,0,42990,59990,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD
ASUS Zenbook 14 Flip Ryzen 5 Hexa Core 5600H,4.7,6,2,91990,112990,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,512 GB SSD
ASUS Core i5 12th Gen,4,4,0,74990,89990,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Vostro Core i3 11th Gen,0,0,0,43990,59782,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Inspiron Core i5 11th Gen,0,0,0,71857,89902,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Allienware Core i7 12th Gen,0,0,0,246490,320926,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
