ProductName,Stars,Ratings,Reviews,CurrentPrice,MRP,Processor,Ram,Storage
HP Victus Ryzen 7 Octa Core 5800H,0,0,0,72200,95000,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD
HP Athlon Dual Core 3050U,4.3,24,3,26960,31690,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,256 GB SSD
HP Victus Core i5 12th Gen,0,0,0,77990,90055,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Inspiron 3501 Core i3 10th Gen,4.3,4,0,40090,55534,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD
ASUS Ryzen 7 Quad Core 10th Gen,0,0,0,99500,131900,AMD Ryzen 7 Quad Core Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD
acer Aspire 5 Core i5 8th Gen,4,120,27,59990,62511,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,1 TB HDD
ASUS ZenBook Duo 14 (2021) Touch Panel Core i7 11th Gen,4.2,6,2,109000,164990,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,1 TB SSD
DELL Vostro Core i3 11th Gen,0,0,0,43990,59782,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Core i5 12th Gen,0,0,0,67990,95332,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
acer Aspire 5 Gaming Core i5 12th Gen,0,0,0,65500,89990,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Core i5 11th Gen,0,0,0,70990,88900,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,60190,75649,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,59690,80473,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Core i5 12th Gen,0,0,0,67477,87701,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
DELL G15 Core i5 10th Gen,4.4,38,6,78990,82553,NVIDIA GeForce GTX 1650,15.6 inches Full HD, 2-sided narrow bezel, 120Hz, 250 Nits,Game shift key for Turbo boost of power
DELL Inspiron Ryzen 3 Dual Core 3250U,4.4,10,0,36690,52433,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD
Vaio E Series Ryzen 7 Quad Core 3700U,3.7,177,34,52990,76090,AMD Ryzen 7 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD
DELL Core i9 12th Gen,0,0,0,151990,197449,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS VivoBook 14 (2021) Celeron Dual Core,4.1,618,71,23990,33990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,256 GB SSD
GIGABYTE G5 KD Core i5 11th Gen,0,0,0,89990,151800,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
DELL GAMING G5 SERIES Core i5 10th Gen,4.2,6,0,70890,98500,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Ryzen 3 Quad Core 5425U,4.4,68,13,35990,50837,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 256GB SSD,Software: Win 11 + Office H&S 2021
DELL Ryzen 3 Quad Core 5425U,4.2,33,1,41490,56834,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 512GB SSD,Software: Win 11 + Office H&S 2021
Avita Liber Core i5 10th Gen,4.2,1348,211,38476,52990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD
HP Pavilion Gaming Core i5 11th Gen,4.4,471,55,72960,87717,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
HP Envy x360 Core i7 12th Gen,0,0,0,127251,0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD
HP APU Quad Core A8 A8,4,9502,1982,27825,27990,Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features),AMD APU Quad Core A8 Processor,64 bit Windows 10 Operating System
RedmiBook Pro Core i5 11th Gen,4.1,3416,410,44999,59999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,75225,98252,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
HP Envy Core i5 10th Gen,4.2,33,7,81990,103279,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
HP Pavilion Intel Core i7 11th Gen,0,0,0,89999,102500,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Vostro Core i3 11th Gen,0,0,0,43990,59782,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Core i5 12th Gen,0,0,0,67990,95332,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Inspiron Core i5 11th Gen,3.9,58,8,64990,87150,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
HP 15s Intel Core i3 11th Gen,4.1,5218,513,41700,48933,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD
HP Envy x360 Core i5 12th Gen,0,0,0,104768,0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS Core i9 10th Gen,4.8,8,1,269990,326990,Intel Core i9 Processor (10th Gen),32 GB DDR4 RAM,1 TB SSD
DELL Core i5 12th Gen,0,0,0,60190,75649,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,59690,80473,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Core i3 11th Gen,0,0,0,41490,52200,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
DELL Inspiron Core i3 10th Gen,3.8,65,5,43590,55534,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD
DELL Core i9 12th Gen,0,0,0,151990,197449,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS VivoBook 14 (2021) Celeron Dual Core,4.1,618,71,23990,33990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,256 GB SSD
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,4.2,115,16,57990,78290,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
Vaio SE Series Core i5 8th Gen,3.8,84,13,62890,84690,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,512 GB SSD
HP Spectre x360 Core i5 8th Gen,0,0,0,136590,151133,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,256 GB SSD
MSI WF65 Core i7 10th Gen,0,0,0,160990,179990,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Ryzen 3 Quad Core 5425U,4.4,68,13,35990,50837,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 256GB SSD,Software: Win 11 + Office H&S 2021
DELL Ryzen 3 Quad Core 5425U,4.2,33,1,41490,56834,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 512GB SSD,Software: Win 11 + Office H&S 2021
acer Extensa 15 Pentium Quad Core,4.2,480,90,23100,34990,Intel Pentium Quad Core Processor,4 GB DDR4 RAM,256 GB SSD
DELL Inspiron Ryzen 3 Dual Core 3250U,4,4,1,38990,55133,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD
RedmiBook Pro Core i5 11th Gen,4.1,3416,410,44999,59999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,75225,98252,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo V Series Athlon Dual Core 3150U,3.8,358,48,28490,32250,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,1 TB HDD
HP OMEN Core i7 11th Gen,5,3,1,111890,138399,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD
HP Pavilion Intel Core i5 12th Gen,4.2,31,3,77070,83553,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Vostro Core i3 11th Gen,0,0,0,43990,59782,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
HP Intel Core i5 10th Gen,3.7,3,0,97500,138366,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD
Ultimus S152 Celeron Dual Core,0,0,0,23990,29999,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,256 GB SSD
Infinix X1 Slim Series Core i5 10th Gen,4.2,670,98,39990,59999,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,67990,95332,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS TUF GAMING A17 Ryzen 7 Octa Core 4800H,0,0,0,70990,94990,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD
DELL Vostro Pentium Gold,0,0,0,54392,0,Intel Pentium Gold Processor,8 GB DDR4 RAM,256 GB SSD
Lenovo Ideapad Slim 5i Core i5 11th Gen,4.4,1178,138,70990,99454,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,60190,75649,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Vostro Core i3 11th Gen,4.2,530,58,41290,55347,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
ASUS ExpertBook P2 Core i7 10th Gen,0,0,0,93990,0,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD
Lenovo ThinkPad Core i7 10th Gen,0,0,0,174527,0,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,59690,80473,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
acer Chromebook Celeron Dual Core,3.5,65,5,24489,27000,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,29.46 cm (11.6 inch) Display
HP Victus Ryzen 5 Hexa Core 5600H,0,0,0,72990,87717,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
HP Pavilion Core i7 12th Gen,0,0,0,103990,111500,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD
DELL Core i9 12th Gen,0,0,0,151990,197449,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
DELL Inspiron Core i5 12th Gen,0,0,0,91958,0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo Core i7 8th Gen,0,0,0,244801,0,Intel Core i7 Processor (8th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Core i3 11th Gen,4,3,0,44990,58889,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS VivoBook 14 (2021) Celeron Dual Core,4.1,618,71,23990,33990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,256 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,159,15,34490,48490,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,4231,409,38700,59390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS Vivobook Core i3 11th Gen,4.5,79,10,34990,44990,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD
DELL Inspiron Core i5 11th Gen,4.1,43,4,71999,88989,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo Core i3 11th Gen,3.8,10,0,37900,61390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i5 11th Gen,0,0,0,57490,80290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,87500,110888,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Inspiron 3505 Ryzen 7 Quad Core 3700U,4.4,76,14,57990,71000,AMD Ryzen 7 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD
DELL DELL 5590 Core i5 10th Gen,0,0,0,69899,76000,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
MSI Core i5 12th Gen,0,0,0,72990,0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 5 Core i5 12th Gen,0,0,0,65300,97890,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U,0,0,0,62390,95090,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,512 GB SSD
Lenovo Core i7 10th Gen,0,0,0,214760,0,Intel Core i7 Processor (10th Gen),16 GB LPDDR3 RAM,512 GB SSD
DELL G15 Core i7 12th Gen,4,11,0,147490,189620,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
Lenovo IdeaPad Gaming 3 Core i5 12th Gen,0,0,0,78990,111190,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo Core i5 11th Gen,0,0,0,63290,89990,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo Core i7 10th Gen,0,0,0,163000,206997,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD
HP 15s Ryzen 3 Quad Core 5300U,4.3,273,42,41960,52900,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD
DELL G15 Core i7 11th Gen,4.3,15,0,98990,114359,NVIDIA GEFORCE RTX 3050 Ti,15.6 inches Full HD, 2-sided narrow bezel, 120Hz, 250 Nits,Game shift key for Turbo boost of power
ASUS Chromebook Celeron Dual Core,3.6,378,50,19990,22990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display
Lenovo Core i7 11th Gen,0,0,0,92500,115900,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS ASUS TUF Gaming A15 Ryzen 7 Octa Core 6800HS,0,0,0,175990,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD
HP Intel Core i5 10th Gen,5,2,1,127000,152042,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Core i3 10th Gen,4.2,64,8,37890,50990,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD
